2026-05-10 20:46:45,856 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:54:45,445 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:54:45,446 | DEBUG    | telethon.network.mtprotosender | _handle_new_session_created:831 | Handling new session created
2026-05-10 20:54:45,447 | DEBUG    | telethon.network.mtprotosender | _handle_ack:850 | Handling acknowledge for [7638292276303645644]
2026-05-10 20:54:45,448 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:45,465 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292276303645644
2026-05-10 20:54:45,465 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:45,466 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292277703843628 to GetUsersRequest (29c28a984d0)
2026-05-10 20:54:45,466 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 32 bytes for sending
2026-05-10 20:54:45,467 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:45,467 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:45,467 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292277709413084 to MsgsAck (29c2898a3a0)
2026-05-10 20:54:45,467 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 60 bytes for sending
2026-05-10 20:54:45,468 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:45,469 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:45,838 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292277703843628
2026-05-10 20:54:45,838 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:45,841 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292279205213104 to GetStateRequest (29c28a984d0)
2026-05-10 20:54:45,842 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 20 bytes for sending
2026-05-10 20:54:45,843 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:45,843 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:45,843 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292279213757072 to MsgsAck (29c2898a2b0)
2026-05-10 20:54:45,843 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:54:45,845 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:45,845 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:46,195 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292279205213104
2026-05-10 20:54:46,196 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:46,197 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292280923434412 to GetDifferenceRequest (29c28302c90)
2026-05-10 20:54:46,197 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:54:46,198 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:46,198 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:46,198 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292280928338204 to MsgsAck (29c28989270)
2026-05-10 20:54:46,198 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:54:46,199 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:46,199 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:46,610 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292280923434412
2026-05-10 20:54:46,611 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:46,613 | DEBUG    | __main__ | run_sherlock_deleter:111 | [+61459291544] Получение сущности цели @hzhzjdkkskskshdj_bot...
2026-05-10 20:54:46,614 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292282590296900 to ResolveUsernameRequest (29c28302c90)
2026-05-10 20:54:46,614 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 48 bytes for sending
2026-05-10 20:54:46,615 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:46,615 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:46,616 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292282598295368 to MsgsAck (29c2898a530)
2026-05-10 20:54:46,616 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 36 bytes for sending
2026-05-10 20:54:46,617 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:46,617 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:47,068 | DEBUG    | telethon.network.mtprotosender | _handle_container:663 | Handling container
2026-05-10 20:54:47,068 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292282590296900
2026-05-10 20:54:47,070 | DEBUG    | telethon.network.mtprotosender | _handle_update:689 | Handling update Updates
2026-05-10 20:54:47,070 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:47,070 | INFO     | __main__ | run_sherlock_deleter:114 | [+61459291544] Отправка жалобы (ReportPeerRequest)...
2026-05-10 20:54:47,071 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292284714902676 to ReportPeerRequest (29c28a984d0)
2026-05-10 20:54:47,071 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 312 bytes for sending
2026-05-10 20:54:47,073 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:47,074 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:47,074 | DEBUG    | telethon.extensions.messagepacker | get:66 | Assigned msg_id = 7638292284727970876 to MsgsAck (29c2898a940)
2026-05-10 20:54:47,074 | DEBUG    | telethon.network.mtprotosender | _send_loop:475 | Encrypting 1 message(s) in 52 bytes for sending
2026-05-10 20:54:47,076 | DEBUG    | telethon.network.mtprotosender | _send_loop:501 | Encrypted messages put in a queue to be sent
2026-05-10 20:54:47,076 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
2026-05-10 20:54:47,735 | DEBUG    | telethon.network.mtprotosender | _handle_rpc_result:613 | Handling RPC result for message 7638292284714902676
2026-05-10 20:54:47,735 | DEBUG    | telethon.network.mtprotosender | _recv_loop:511 | Receiving items from the network...
2026-05-10 20:54:47,736 | INFO     | __main__ | run_sherlock_deleter:121 | [+61459291544] ✅ Результат: True
2026-05-10 20:54:48,901 | INFO     | telethon.network.mtprotosender | _disconnect:325 | Disconnecting from 91.108.56.130:443/TcpFull...
2026-05-10 20:54:48,901 | DEBUG    | telethon.network.mtprotosender | _disconnect:328 | Closing current connection...
2026-05-10 20:54:48,903 | DEBUG    | telethon.network.mtprotosender | _disconnect:331 | Cancelling 0 pending message(s)...
2026-05-10 20:54:48,903 | INFO     | telethon.network.mtprotosender | _disconnect:345 | Disconnection from 91.108.56.130:443/TcpFull complete!
2026-05-10 20:54:48,906 | DEBUG    | __main__ | run_sherlock_deleter:132 | [+61459291544] Соединение закрыто.
2026-05-10 20:54:48,907 | INFO     | __main__ | run_sherlock_deleter:134 | --- ЦИКЛ ЗАВЕРШЕН | Успешно: 16, Ошибок: 0 ---
2026-05-10 20:54:48,907 | INFO     | __main__ | handle_report_target:188 | Атака на @hzhzjdkkskskshdj_bot завершена пользователем 7479868225
2026-05-10 20:54:49,051 | DEBUG    | __main__ | send_with_photo:62 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 20:54:52,404 | INFO     | aiogram.event | feed_update:178 | Update id=103533537 is handled. Duration 39119 ms by bot id=8655013167
2026-05-10 20:55:11,669 | INFO     | __main__ | cmd_start:141 | Пользователь 7830598141 нажал /start
2026-05-10 20:55:11,670 | DEBUG    | __main__ | send_with_photo:62 | Попытка отправки сообщения с фото в чат 7830598141
2026-05-10 20:55:12,330 | INFO     | aiogram.event | feed_update:178 | Update id=103533540 is handled. Duration 661 ms by bot id=8655013167
2026-05-10 20:57:59,833 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 20:57:59,835 | CRITICAL | __main__ | main:218 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-10 20:57:59,835 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-10 20:58:10,964 | INFO     | aiogram.dispatcher | start_polling:624 | Polling stopped
2026-05-10 20:58:11,228 | CRITICAL | __main__ | main:222 | КРИТИЧЕСКАЯ ОШИБКА ПРИ ПОЛЛИНГЕ: HTTP Client says - ClientConnectorDNSError: Cannot connect to host api.telegram.org:443 ssl:default [getaddrinfo failed]
2026-05-10 20:58:11,245 | DEBUG    | __main__ | main:223 | Traceback (most recent call last):
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 1574, in _create_direct_connection
    hosts = await self._resolve_host(host, port, traces=traces)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 1190, in _resolve_host
    return await asyncio.shield(resolved_host_task)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 1221, in _resolve_host_with_throttle
    addrs = await self._resolver.resolve(host, port, family=self._family)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\resolver.py", line 40, in resolve
    infos = await self._loop.getaddrinfo(
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ...<5 lines>...
    )
    ^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\asyncio\base_events.py", line 936, in getaddrinfo
    return await self.run_in_executor(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^
        None, getaddr_func, host, port, family, type, proto, flags)
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\concurrent\futures\thread.py", line 86, in run
    result = ctx.run(self.task)
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\concurrent\futures\thread.py", line 73, in run
    return fn(*args, **kwargs)
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\socket.py", line 983, in getaddrinfo
    for res in _socket.getaddrinfo(host, port, family, type, proto, flags):
               ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
socket.gaierror: [Errno 11001] getaddrinfo failed

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\session\aiohttp.py", line 167, in make_request
    async with session.post(
               ~~~~~~~~~~~~^
        url,
        ^^^^
        data=form,
        ^^^^^^^^^^
        timeout=self.timeout if timeout is None else timeout,
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    ) as resp:
    ^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\client.py", line 1521, in __aenter__
    self._resp: _RetType = await self._coro
                           ^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\client.py", line 788, in _request
    resp = await handler(req)
           ^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\client.py", line 742, in _connect_and_send_request
    conn = await self._connector.connect(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
        req, traces=traces, timeout=real_timeout
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 672, in connect
    proto = await self._create_connection(req, traces, timeout)
            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 1251, in _create_connection
    _, proto = await self._create_direct_connection(req, traces, timeout)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiohttp\connector.py", line 1580, in _create_direct_connection
    raise ClientConnectorDNSError(req.connection_key, exc) from exc
aiohttp.client_exceptions.ClientConnectorDNSError: Cannot connect to host api.telegram.org:443 ssl:default [getaddrinfo failed]

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "C:\сурсы\Winter Freeze RES\Winter Freeze RES\Winter_Freeze_RES.py", line 220, in main
    await dp.start_polling(bot)
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\dispatcher\dispatcher.py", line 621, in start_polling
    await asyncio.gather(*done)
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\dispatcher\dispatcher.py", line 377, in _polling
    user: User = await bot.me()
                 ^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\bot.py", line 362, in me
    self._me = await self.get_me()
               ^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\bot.py", line 1798, in get_me
    return await self(call, request_timeout=request_timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\bot.py", line 488, in __call__
    return await self.session(self, method, timeout=request_timeout)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\session\base.py", line 259, in __call__
    return cast(TelegramType, await middleware(bot, method))
                              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\FATAL\AppData\Local\Programs\Python\Python314\Lib\site-packages\aiogram\client\session\aiohttp.py", line 176, in make_request
    raise TelegramNetworkError(method=method, message=f"{type(e).__name__}: {e}") from e
aiogram.exceptions.TelegramNetworkError: HTTP Client says - ClientConnectorDNSError: Cannot connect to host api.telegram.org:443 ssl:default [getaddrinfo failed]

2026-05-10 22:08:07,632 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 22:08:07,635 | CRITICAL | __main__ | main:545 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-10 22:08:07,635 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-10 22:08:11,572 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-10 22:09:02,855 | INFO     | __main__ | cmd_start:339 | Пользователь 7479868225 нажал /start
2026-05-10 22:09:02,856 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:09:14,605 | INFO     | aiogram.event | feed_update:178 | Update id=935366058 is handled. Duration 11750 ms by bot id=8738773758
2026-05-10 22:09:25,242 | DEBUG    | __main__ | callback_func:352 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-10 22:09:25,418 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:09:32,823 | INFO     | aiogram.event | feed_update:178 | Update id=935366059 is handled. Duration 7582 ms by bot id=8738773758
2026-05-10 22:09:35,653 | INFO     | __main__ | au_report_input_link:391 | Пользователь 7479868225 зашел в AU Report
2026-05-10 22:09:35,827 | INFO     | aiogram.event | feed_update:178 | Update id=935366060 is handled. Duration 175 ms by bot id=8738773758
2026-05-10 22:09:44,060 | INFO     | aiogram.event | feed_update:178 | Update id=935366061 is handled. Duration 154 ms by bot id=8738773758
2026-05-10 22:09:55,078 | INFO     | aiogram.event | feed_update:178 | Update id=935366062 is handled. Duration 132 ms by bot id=8738773758
2026-05-10 22:15:45,128 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 22:15:45,130 | CRITICAL | __main__ | main:546 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-10 22:15:45,130 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-10 22:15:45,835 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-10 22:16:41,049 | INFO     | __main__ | cmd_start:339 | Пользователь 7479868225 нажал /start
2026-05-10 22:16:41,050 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:16:47,717 | INFO     | aiogram.event | feed_update:178 | Update id=935366063 is handled. Duration 6667 ms by bot id=8738773758
2026-05-10 22:17:21,417 | DEBUG    | __main__ | callback_func:352 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-10 22:17:21,832 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:17:36,058 | INFO     | aiogram.event | feed_update:178 | Update id=935366064 is handled. Duration 14641 ms by bot id=8738773758
2026-05-10 22:17:40,048 | INFO     | __main__ | au_report_input_link:391 | Пользователь 7479868225 зашел в AU Report
2026-05-10 22:17:40,292 | INFO     | aiogram.event | feed_update:178 | Update id=935366065 is handled. Duration 244 ms by bot id=8738773758
2026-05-10 22:17:43,964 | INFO     | aiogram.event | feed_update:178 | Update id=935366066 is handled. Duration 300 ms by bot id=8738773758
2026-05-10 22:17:52,316 | INFO     | aiogram.event | feed_update:178 | Update id=935366067 is handled. Duration 110 ms by bot id=8738773758
2026-05-10 22:17:53,126 | ERROR    | __main__ | au_report_worker:325 | Критическая ошибка в воркере: 'tuple' object has no attribute 'replace'
2026-05-10 22:18:39,519 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 22:18:39,520 | CRITICAL | __main__ | main:547 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-10 22:18:39,521 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-10 22:18:40,609 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-10 22:19:13,037 | INFO     | __main__ | cmd_start:340 | Пользователь 7479868225 нажал /start
2026-05-10 22:19:13,038 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:19:22,547 | INFO     | aiogram.event | feed_update:178 | Update id=935366068 is handled. Duration 9509 ms by bot id=8738773758
2026-05-10 22:19:29,536 | DEBUG    | __main__ | callback_func:353 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-10 22:19:29,884 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:19:43,069 | INFO     | aiogram.event | feed_update:178 | Update id=935366069 is handled. Duration 13533 ms by bot id=8738773758
2026-05-10 22:19:44,943 | INFO     | __main__ | au_report_input_link:392 | Пользователь 7479868225 зашел в AU Report
2026-05-10 22:19:45,056 | INFO     | aiogram.event | feed_update:178 | Update id=935366070 is handled. Duration 115 ms by bot id=8738773758
2026-05-10 22:19:46,830 | INFO     | aiogram.event | feed_update:178 | Update id=935366071 is handled. Duration 104 ms by bot id=8738773758
2026-05-10 22:19:49,136 | ERROR    | __main__ | au_report_worker:326 | Критическая ошибка в воркере: 'tuple' object has no attribute 'replace'
2026-05-10 22:19:49,269 | INFO     | aiogram.event | feed_update:178 | Update id=935366072 is handled. Duration 189 ms by bot id=8738773758
2026-05-10 22:22:31,097 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-10 22:22:31,099 | CRITICAL | __main__ | main:547 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-10 22:22:31,099 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-10 22:22:31,592 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-10 22:24:23,435 | INFO     | __main__ | cmd_start:340 | Пользователь 7479868225 нажал /start
2026-05-10 22:24:23,435 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:24:24,536 | INFO     | aiogram.event | feed_update:178 | Update id=935366073 is handled. Duration 1102 ms by bot id=8738773758
2026-05-10 22:24:32,101 | DEBUG    | __main__ | callback_func:353 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-10 22:24:32,200 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-10 22:24:32,818 | INFO     | aiogram.event | feed_update:178 | Update id=935366074 is handled. Duration 717 ms by bot id=8738773758
2026-05-10 22:24:36,058 | INFO     | __main__ | au_report_input_link:392 | Пользователь 7479868225 зашел в AU Report
2026-05-10 22:24:36,236 | INFO     | aiogram.event | feed_update:178 | Update id=935366075 is handled. Duration 178 ms by bot id=8738773758
2026-05-10 22:24:38,654 | INFO     | aiogram.event | feed_update:178 | Update id=935366076 is handled. Duration 192 ms by bot id=8738773758
2026-05-10 22:24:41,088 | INFO     | aiogram.event | feed_update:178 | Update id=935366077 is handled. Duration 112 ms by bot id=8738773758
2026-05-11 09:57:22,816 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-11 09:57:22,818 | CRITICAL | __main__ | main:547 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-11 09:57:22,819 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-11 09:57:23,251 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-11 09:57:42,415 | INFO     | __main__ | cmd_start:340 | Пользователь 7479868225 нажал /start
2026-05-11 09:57:42,415 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-11 09:57:43,215 | INFO     | aiogram.event | feed_update:178 | Update id=935366078 is handled. Duration 800 ms by bot id=8738773758
2026-05-11 09:57:50,615 | DEBUG    | __main__ | callback_func:353 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-11 09:57:50,708 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-11 09:57:51,319 | INFO     | aiogram.event | feed_update:178 | Update id=935366079 is handled. Duration 705 ms by bot id=8738773758
2026-05-11 09:57:54,837 | INFO     | __main__ | au_report_input_link:392 | Пользователь 7479868225 зашел в AU Report
2026-05-11 09:57:54,939 | INFO     | aiogram.event | feed_update:178 | Update id=935366080 is handled. Duration 102 ms by bot id=8738773758
2026-05-11 09:58:04,332 | INFO     | aiogram.event | feed_update:178 | Update id=935366081 is handled. Duration 140 ms by bot id=8738773758
2026-05-11 09:58:08,004 | INFO     | aiogram.event | feed_update:178 | Update id=935366082 is handled. Duration 97 ms by bot id=8738773758
2026-05-11 10:01:47,703 | DEBUG    | asyncio | __init__:633 | Using proactor: IocpProactor
2026-05-11 10:01:47,705 | CRITICAL | __main__ | main:560 | Бот Winter Freeze ИНИЦИАЛИЗИРОВАН И ЗАПУЩЕН
2026-05-11 10:01:47,706 | INFO     | aiogram.dispatcher | start_polling:596 | Start polling
2026-05-11 10:01:48,145 | INFO     | aiogram.dispatcher | _polling:378 | Run polling for bot @WlnterFRZ_bot id=8738773758 - 'WinterFRZ ❄️'
2026-05-11 10:02:00,172 | INFO     | __main__ | cmd_start:355 | Пользователь 7479868225 нажал /start
2026-05-11 10:02:00,173 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-11 10:02:00,979 | INFO     | aiogram.event | feed_update:178 | Update id=935366083 is handled. Duration 807 ms by bot id=8738773758
2026-05-11 10:02:02,716 | DEBUG    | __main__ | callback_func:368 | Нажата кнопка 'Функционал' (User: 7479868225)
2026-05-11 10:02:02,812 | DEBUG    | __main__ | send_with_photo:81 | Попытка отправки сообщения с фото в чат 7479868225
2026-05-11 10:02:03,352 | INFO     | aiogram.event | feed_update:178 | Update id=935366084 is handled. Duration 636 ms by bot id=8738773758
2026-05-11 10:02:04,887 | INFO     | __main__ | au_report_input_link:407 | Пользователь 7479868225 зашел в AU Report
2026-05-11 10:02:04,995 | INFO     | aiogram.event | feed_update:178 | Update id=935366085 is handled. Duration 109 ms by bot id=8738773758
2026-05-11 10:02:13,521 | INFO     | aiogram.event | feed_update:178 | Update id=935366086 is handled. Duration 93 ms by bot id=8738773758
2026-05-11 10:02:17,323 | INFO     | aiogram.event | feed_update:178 | Update id=935366087 is handled. Duration 94 ms by bot id=8738773758
2026-05-11 10:02:17,965 | INFO     | telethon.network.mtprotosender | _connect:234 | Connecting to 91.108.56.130:443/TcpFull...
2026-05-11 10:02:17,965 | DEBUG    | telethon.network.mtprotosender | _try_connect:289 | Connection attempt 1...
2026-05-11 10:02:17,967 | DEBUG    | telethon.network.mtprotosender | _try_connect:291 | Connection success!
2026-05-11 10:02:17,967 | DEBUG    | telethon.network.mtprotosender | _connect:273 | Starting send loop
2026-05-11 10:02:17,967 | DEBUG    | telethon.network.mtprotosender | _connect:276 | Starting receive loop
2026-05-11 10:02:17,967 | INFO     | telethon.network.mtprotosender | _connect:285 | Connection to 91.108.56.130:443/TcpFull complete!
2026-05-11 10:02:17,998 | DEBUG    | telethon.network.mtprotosender | _send_loop:466 | Waiting for messages to send...
